CMA,CDUID,Province,RCP,GCM,Era,Number of heat hospitalizations per year
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,HadGEM2-AO,2080s,711.5472937
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,HadGEM2-ES,2050s,347.3141069
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,HadGEM2-ES,2080s,641.4218044
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,MIROC-ESM-CHEM,2050s,271.2659393
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,MIROC-ESM-CHEM,2080s,523.7136955
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,MRI-CGCM3,2050s,143.9052921
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp45,MRI-CGCM3,2080s,305.8551891
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,CCSM4,2050s,369.2529705
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,CCSM4,2080s,842.6059887
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,GFDL-CM3,2050s,388.4651396
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,GFDL-CM3,2080s,889.1351401
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,GFDL-ESM2M,2050s,203.7899374
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,GFDL-ESM2M,2080s,479.2735478
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,HadGEM2-AO,2050s,428.9495464
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,HadGEM2-AO,2080s,915.0144229
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,HadGEM2-ES,2050s,387.9073596
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,HadGEM2-ES,2080s,963.8674816
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,MIROC-ESM-CHEM,2050s,395.6406875
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,MIROC-ESM-CHEM,2080s,929.9707505
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,MRI-CGCM3,2050s,203.4520244
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4808,Alberta,rcp85,MRI-CGCM3,2080s,547.2761011
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,CCSM4,2050s,11.79820556
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,CCSM4,2080s,19.99200675
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,GFDL-CM3,2050s,10.94294517
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,GFDL-CM3,2080s,27.07368771
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,GFDL-ESM2M,2050s,4.800381531
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,GFDL-ESM2M,2080s,11.35853147
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,HadGEM2-AO,2050s,20.22330355
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,HadGEM2-AO,2080s,41.40134685
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,HadGEM2-ES,2050s,20.3417606
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,HadGEM2-ES,2080s,38.29634176
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,MIROC-ESM-CHEM,2050s,11.84802268
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,MIROC-ESM-CHEM,2080s,23.37496481
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,MRI-CGCM3,2050s,4.630977478
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp45,MRI-CGCM3,2080s,10.90522105
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,CCSM4,2050s,17.81726632
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,CCSM4,2080s,54.63916995
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,GFDL-CM3,2050s,20.28115962
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,GFDL-CM3,2080s,64.3891907
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,GFDL-ESM2M,2050s,9.705470058
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,GFDL-ESM2M,2080s,29.59593001
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,HadGEM2-AO,2050s,28.12796001
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,HadGEM2-AO,2080s,74.02238117
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,HadGEM2-ES,2050s,26.90814831
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,HadGEM2-ES,2080s,77.60978142
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,MIROC-ESM-CHEM,2050s,20.17249418
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,MIROC-ESM-CHEM,2080s,60.21178511
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,MRI-CGCM3,2050s,7.779665485
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4809,Alberta,rcp85,MRI-CGCM3,2080s,24.03908138
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,CCSM4,2050s,141.3034258
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,CCSM4,2080s,240.92296
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,GFDL-CM3,2050s,132.4276052
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,GFDL-CM3,2080s,299.1044597
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,GFDL-ESM2M,2050s,66.53731316
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,GFDL-ESM2M,2080s,143.5639755
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,HadGEM2-AO,2050s,169.1997143
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,HadGEM2-AO,2080s,335.3979996
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,HadGEM2-ES,2050s,162.6296742
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,HadGEM2-ES,2080s,316.6741296
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,MIROC-ESM-CHEM,2050s,150.2725274
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,MIROC-ESM-CHEM,2080s,279.6917971
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,MRI-CGCM3,2050s,75.48697591
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp45,MRI-CGCM3,2080s,164.3218413
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,CCSM4,2050s,187.6996274
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,CCSM4,2080s,410.4443094
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,GFDL-CM3,2050s,180.3647593
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,GFDL-CM3,2080s,419.6581379
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,GFDL-ESM2M,2050s,90.73002657
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,GFDL-ESM2M,2080s,215.890043
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,HadGEM2-AO,2050s,216.1974396
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,HadGEM2-AO,2080s,429.0092027
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,HadGEM2-ES,2050s,170.0653479
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,HadGEM2-ES,2080s,441.9791919
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,MIROC-ESM-CHEM,2050s,197.1385801
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,MIROC-ESM-CHEM,2080s,457.4985502
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,MRI-CGCM3,2050s,107.1406402
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4810,Alberta,rcp85,MRI-CGCM3,2080s,273.9213701
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,CCSM4,2050s,2262.688763
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,CCSM4,2080s,4179.158636
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,GFDL-CM3,2050s,2685.019121
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,GFDL-CM3,2080s,5358.487635
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,GFDL-ESM2M,2050s,1412.142186
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,GFDL-ESM2M,2080s,2958.791925
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,HadGEM2-AO,2050s,2895.871481
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,HadGEM2-AO,2080s,5638.205014
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,HadGEM2-ES,2050s,2811.323999
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,HadGEM2-ES,2080s,5285.531373
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,MIROC-ESM-CHEM,2050s,2508.538172
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,MIROC-ESM-CHEM,2080s,4816.90839
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,MRI-CGCM3,2050s,1466.604769
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp45,MRI-CGCM3,2080s,3373.542464
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,CCSM4,2050s,3018.322076
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,CCSM4,2080s,6333.022159
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,GFDL-CM3,2050s,3238.188035
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,GFDL-CM3,2080s,6884.884656
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,GFDL-ESM2M,2050s,1941.142184
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,GFDL-ESM2M,2080s,4361.054197
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,HadGEM2-AO,2050s,3404.436901
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,HadGEM2-AO,2080s,6799.142909
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,HadGEM2-ES,2050s,2974.24998
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,HadGEM2-ES,2080s,6794.483514
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,MIROC-ESM-CHEM,2050s,3293.864804
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,MIROC-ESM-CHEM,2080s,7329.6374
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,MRI-CGCM3,2050s,1959.023107
Strong metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine forte (Alb.),4811,Alberta,rcp85,MRI-CGCM3,2080s,4823.160907
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,CCSM4,2050s,77.15398209
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,CCSM4,2080s,132.9626954
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,GFDL-CM3,2050s,81.58817411
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,GFDL-CM3,2080s,187.9831707
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,GFDL-ESM2M,2050s,38.88728579
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,GFDL-ESM2M,2080s,76.30222725
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,HadGEM2-AO,2050s,101.4485342
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,HadGEM2-AO,2080s,208.9579082
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,HadGEM2-ES,2050s,105.226329
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,HadGEM2-ES,2080s,197.1944726
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,MIROC-ESM-CHEM,2050s,95.65352198
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,MIROC-ESM-CHEM,2080s,172.4156678
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,MRI-CGCM3,2050s,44.9837178
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp45,MRI-CGCM3,2080s,93.03203081
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,CCSM4,2050s,116.6461453
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,CCSM4,2080s,260.2280202
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,GFDL-CM3,2050s,112.8750901
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,GFDL-CM3,2080s,281.9619175
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,GFDL-ESM2M,2050s,47.66925574
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,GFDL-ESM2M,2080s,120.5013394
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,HadGEM2-AO,2050s,137.5270035
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,HadGEM2-AO,2080s,274.8337933
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,HadGEM2-ES,2050s,113.3156053
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,HadGEM2-ES,2080s,294.2228323
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,MIROC-ESM-CHEM,2050s,124.2312346
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,MIROC-ESM-CHEM,2080s,299.2663532
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,MRI-CGCM3,2050s,64.09292403
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4812,Alberta,rcp85,MRI-CGCM3,2080s,163.5456827
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,CCSM4,2050s,77.18627187
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,CCSM4,2080s,135.7380231
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,GFDL-CM3,2050s,78.92725533
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,GFDL-CM3,2080s,183.131903
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,GFDL-ESM2M,2050s,39.74938272
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,GFDL-ESM2M,2080s,77.04993206
Moderate metropolitan influenced zone (Alta.) / Zone d'influence métropolitaine modérée (Alb.),4813,Alberta,rcp45,HadGEM2-AO,2050s,116.5000626
