,Project,Adaptation,Outcome,Unit,GCM,RCP,yr,Era,Level,Province,ID,Avg,Low,High
10367,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-AO,High-emissions,2100,2080s,PT,Ontario,11,40.05612905,40.05612905,40.05612905
10368,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-AO,High-emissions,2100,2080s,PT,Quebec,1,18.32955609,18.32955609,18.32955609
10369,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-AO,High-emissions,2100,2080s,PT,New Brunswick,7,1.102669019,1.102669019,1.102669019
10370,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-AO,High-emissions,2100,2080s,PT,Prince Edward Island,8,0.506645474,0.506645474,0.506645474
10371,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-AO,High-emissions,2100,2080s,PT,Nova Scotia,2,1.322466444,1.322466444,1.322466444
10372,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-AO,High-emissions,2100,2080s,PT,Newfoundland and Labrador,5,0.088122343,0.088122343,0.088122343
10373,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,British Columbia,6,8.681580502,8.681580502,8.681580502
10374,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Alberta,4,9.891933831,9.891933831,9.891933831
10375,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Saskatchewan,3,4.891503771,4.891503771,4.891503771
10376,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Manitoba,10,8.42735268,8.42735268,8.42735268
10377,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Ontario,11,41.83324461,41.83324461,41.83324461
10378,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Quebec,1,18.86363691,18.86363691,18.86363691
10379,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,New Brunswick,7,1.183549455,1.183549455,1.183549455
10380,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Prince Edward Island,8,0.520160263,0.520160263,0.520160263
10381,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Nova Scotia,2,1.508082841,1.508082841,1.508082841
10382,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),MIROC-ESM-CHEM,High-emissions,2100,2080s,PT,Newfoundland and Labrador,5,0.127089159,0.127089159,0.127089159
10383,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,British Columbia,6,7.228869817,7.228869817,7.228869817
10384,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Alberta,4,7.411632398,7.411632398,7.411632398
10385,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Saskatchewan,3,3.539903126,3.539903126,3.539903126
10386,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Manitoba,10,5.336440128,5.336440128,5.336440128
10387,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Ontario,11,28.21024641,28.21024641,28.21024641
10388,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Quebec,1,12.32449853,12.32449853,12.32449853
10389,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,New Brunswick,7,0.708608482,0.708608482,0.708608482
10390,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Prince Edward Island,8,0.286291074,0.286291074,0.286291074
10391,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Nova Scotia,2,0.628373782,0.628373782,0.628373782
10392,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),CCSM4,High-emissions,2100,2080s,PT,Newfoundland and Labrador,5,0.044959017,0.044959017,0.044959017
10393,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,British Columbia,6,4.247572952,4.247572952,4.247572952
10394,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Alberta,4,3.080060418,3.080060418,3.080060418
10395,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Saskatchewan,3,1.238198439,1.238198439,1.238198439
10396,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Manitoba,10,2.130634689,2.130634689,2.130634689
10397,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Ontario,11,20.36369641,20.36369641,20.36369641
10398,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Quebec,1,8.785324717,8.785324717,8.785324717
10399,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,New Brunswick,7,0.416249135,0.416249135,0.416249135
10400,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Prince Edward Island,8,0.190268248,0.190268248,0.190268248
10401,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Nova Scotia,2,0.435452253,0.435452253,0.435452253
10402,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),GFDL-ESM2M,High-emissions,2100,2080s,PT,Newfoundland and Labrador,5,0.030764953,0.030764953,0.030764953
10403,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,British Columbia,6,12.08557686,12.08557686,12.08557686
10404,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Alberta,4,10.69663741,10.69663741,10.69663741
10405,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Saskatchewan,3,4.953284607,4.953284607,4.953284607
10406,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Manitoba,10,7.308090272,7.308090272,7.308090272
10407,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Ontario,11,42.1731098,42.1731098,42.1731098
10408,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Quebec,1,19.22088992,19.22088992,19.22088992
10409,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,New Brunswick,7,1.199640238,1.199640238,1.199640238
10410,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Prince Edward Island,8,0.548281917,0.548281917,0.548281917
10411,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Nova Scotia,2,1.416980905,1.416980905,1.416980905
10412,Infrastructure,No adaptation,Electric grid,Electricity consumption - Space cooling (twh),HadGEM2-ES,High-emissions,2100,2080s,PT,Newfoundland and Labrador,5,0.099539609,0.099539609,0.099539609
10413,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,British Columbia,6,28.4244199,28.4244199,28.4244199
10414,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,British Columbia,6,28.4244199,28.4244199,28.4244199
10415,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,New Brunswick,7,14.45616446,14.45616446,14.45616446
10416,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,New Brunswick,7,14.45616446,14.45616446,14.45616446
10417,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Nova Scotia,2,11.42697585,11.42697585,11.42697585
10418,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Nova Scotia,2,11.42697585,11.42697585,11.42697585
10419,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Prince Edward Island,8,3.095806506,3.095806506,3.095806506
10420,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Prince Edward Island,8,3.095806506,3.095806506,3.095806506
10421,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,Low-emissions,2020,2020s,PT,Quebec,1,4.350122086,4.350122086,4.350122086
10422,Infrastructure,Proactive adaptation,Coastal flooding,Total cost (millions $),Ensemble,High-emissions,2020,2020s,PT,Quebec,1,4.350122086,4.350122086,4.350122086
10579,Infrastructure,No adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,National,Canada,0,1679.771818,1679.771818,1679.771818
10580,Infrastructure,No adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2080,2080s,National,Canada,0,2992.034789,2992.034789,2992.034789
10581,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,National,Canada,0,2118.882704,2118.882704,2118.882704
10582,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,National,Canada,0,3712.52189,3712.52189,3712.52189
10583,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,National,Canada,0,832.9989596,832.9989596,832.9989596
10584,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,National,Canada,0,1904.32829,1904.32829,1904.32829
10585,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,National,Canada,0,2064.044243,2064.044243,2064.044243
10586,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,National,Canada,0,3739.501179,3739.501179,3739.501179
10587,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,National,Canada,0,2305.072322,2305.072322,2305.072322
10588,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,National,Canada,0,4102.068567,4102.068567,4102.068567
10589,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,National,Canada,0,1772.596123,1772.596123,1772.596123
10590,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,National,Canada,0,3576.498487,3576.498487,3576.498487
10591,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,National,Canada,0,783.2992754,783.2992754,783.2992754
10592,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,National,Canada,0,1752.710072,1752.710072,1752.710072
10593,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,National,Canada,0,602.7849281,602.7849281,602.7849281
10594,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2080,2080s,National,Canada,0,1469.696876,1469.696876,1469.696876
10595,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,National,Canada,0,759.4028629,759.4028629,759.4028629
10596,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,National,Canada,0,1772.033705,1772.033705,1772.033705
10597,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,National,Canada,0,339.8823785,339.8823785,339.8823785
10598,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,National,Canada,0,1035.163755,1035.163755,1035.163755
10599,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,National,Canada,0,656.4677928,656.4677928,656.4677928
10600,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,National,Canada,0,1701.27512,1701.27512,1701.27512
10601,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,National,Canada,0,996.3403383,996.3403383,996.3403383
10602,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,National,Canada,0,2092.919896,2092.919896,2092.919896
10603,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,National,Canada,0,610.1357654,610.1357654,610.1357654
10604,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,National,Canada,0,1847.127865,1847.127865,1847.127865
10605,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,National,Canada,0,422.0144054,422.0144054,422.0144054
10606,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,National,Canada,0,1135.499988,1135.499988,1135.499988
10607,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2080,2080s,National,Canada,0,440.5519379,440.5519379,440.5519379
10608,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2080,2080s,National,Canada,0,834.4477048,834.4477048,834.4477048
10609,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2080,2080s,National,Canada,0,300.6433764,300.6433764,300.6433764
10610,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2080,2080s,National,Canada,0,942.7002699,942.7002699,942.7002699
10611,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2080,2080s,National,Canada,0,302.5241104,302.5241104,302.5241104
10612,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2080,2080s,National,Canada,0,782.1605766,782.1605766,782.1605766
10613,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2080,2080s,National,Canada,0,247.0688916,247.0688916,247.0688916
10614,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2080,2080s,National,Canada,0,647.6551693,647.6551693,647.6551693
10615,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2080,2080s,National,Canada,0,485.0215142,485.0215142,485.0215142
10616,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2080,2080s,National,Canada,0,965.0425183,965.0425183,965.0425183
10617,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2080,2080s,National,Canada,0,230.8712899,230.8712899,230.8712899
10618,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2080,2080s,National,Canada,0,1017.467419,1017.467419,1017.467419
10619,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2080,2080s,National,Canada,0,305.6175672,305.6175672,305.6175672
10620,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2080,2080s,National,Canada,0,763.1686139,763.1686139,763.1686139
10621,Infrastructure,No adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,National,Canada,0,2070.542291,2070.542291,2070.542291
10622,Infrastructure,No adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2050,2050s,National,Canada,0,2548.632256,2548.632256,2548.632256
10623,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,National,Canada,0,767.1394254,767.1394254,767.1394254
10624,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,National,Canada,0,1184.416916,1184.416916,1184.416916
10625,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,National,Canada,0,2132.26916,2132.26916,2132.26916
10626,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,National,Canada,0,2962.033264,2962.033264,2962.033264
10627,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,National,Canada,0,2008.920781,2008.920781,2008.920781
10628,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,National,Canada,0,2563.059004,2563.059004,2563.059004
10629,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,National,Canada,0,1766.645355,1766.645355,1766.645355
10630,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,National,Canada,0,2418.700811,2418.700811,2418.700811
10631,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,National,Canada,0,840.177412,840.177412,840.177412
10632,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,National,Canada,0,1211.985552,1211.985552,1211.985552
10633,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,National,Canada,0,681.3957059,681.3957059,681.3957059
10634,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,National,Canada,0,983.165088,983.165088,983.165088
10635,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,National,Canada,0,1875.311995,1875.311995,1875.311995
10636,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2050,2050s,National,Canada,0,2225.017314,2225.017314,2225.017314
10637,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,National,Canada,0,787.9962823,787.9962823,787.9962823
10638,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,National,Canada,0,1105.97652,1105.97652,1105.97652
10639,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,National,Canada,0,1806.785002,1806.785002,1806.785002
10640,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,National,Canada,0,2651.017123,2651.017123,2651.017123
10641,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,National,Canada,0,1810.085845,1810.085845,1810.085845
10642,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,National,Canada,0,2188.064309,2188.064309,2188.064309
10643,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,National,Canada,0,1583.983132,1583.983132,1583.983132
10644,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,National,Canada,0,2069.043285,2069.043285,2069.043285
10645,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,National,Canada,0,745.0078768,745.0078768,745.0078768
10646,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,National,Canada,0,1089.725228,1089.725228,1089.725228
10647,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,National,Canada,0,604.4298351,604.4298351,604.4298351
10648,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,National,Canada,0,884.2905415,884.2905415,884.2905415
10649,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2050,2050s,National,Canada,0,1009.945587,1009.945587,1009.945587
10650,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2050,2050s,National,Canada,0,1307.140521,1307.140521,1307.140521
10651,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2050,2050s,National,Canada,0,387.1657515,387.1657515,387.1657515
10652,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2050,2050s,National,Canada,0,525.2424069,525.2424069,525.2424069
10653,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2050,2050s,National,Canada,0,796.2960465,796.2960465,796.2960465
10654,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2050,2050s,National,Canada,0,1856.204561,1856.204561,1856.204561
10655,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2050,2050s,National,Canada,0,987.5607716,987.5607716,987.5607716
10656,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2050,2050s,National,Canada,0,1407.283998,1407.283998,1407.283998
10657,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2050,2050s,National,Canada,0,853.6606847,853.6606847,853.6606847
10658,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2050,2050s,National,Canada,0,1118.683708,1118.683708,1118.683708
10659,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2050,2050s,National,Canada,0,531.6602497,531.6602497,531.6602497
10660,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2050,2050s,National,Canada,0,715.2446252,715.2446252,715.2446252
10661,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2050,2050s,National,Canada,0,431.890522,431.890522,431.890522
10662,Infrastructure,Highly proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2050,2050s,National,Canada,0,581.4394269,581.4394269,581.4394269
10663,Infrastructure,No adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2020,2030s,National,Canada,0,962.4505665,962.4505665,962.4505665
10664,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2020,2030s,National,Canada,0,1388.29267,1388.29267,1388.29267
10665,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2020,2030s,National,Canada,0,595.0925803,595.0925803,595.0925803
10666,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2020,2030s,National,Canada,0,1400.814332,1400.814332,1400.814332
10667,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2020,2030s,National,Canada,0,1316.308759,1316.308759,1316.308759
10668,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2020,2030s,National,Canada,0,1454.86578,1454.86578,1454.86578
10669,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2020,2030s,National,Canada,0,293.9346826,293.9346826,293.9346826
10670,Infrastructure,No adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2020,2030s,National,Canada,0,955.7909623,955.7909623,955.7909623
10671,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-CM3,High-emissions,2020,2030s,National,Canada,0,1335.008392,1335.008392,1335.008392
10672,Infrastructure,No adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,High-emissions,2020,2030s,National,Canada,0,867.1246036,867.1246036,867.1246036
10673,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,High-emissions,2020,2030s,National,Canada,0,937.2681977,937.2681977,937.2681977
10674,Infrastructure,No adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,High-emissions,2020,2030s,National,Canada,0,1307.561009,1307.561009,1307.561009
10675,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,High-emissions,2020,2030s,National,Canada,0,1382.750408,1382.750408,1382.750408
10676,Infrastructure,No adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,High-emissions,2020,2030s,National,Canada,0,417.0092107,417.0092107,417.0092107
10677,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),CCSM4,Low-emissions,2020,2030s,National,Canada,0,856.3400222,856.3400222,856.3400222
10678,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-CM3,Low-emissions,2020,2030s,National,Canada,0,1184.494212,1184.494212,1184.494212
10679,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),GFDL-ESM2M,Low-emissions,2020,2030s,National,Canada,0,537.3815399,537.3815399,537.3815399
10680,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-AO,Low-emissions,2020,2030s,National,Canada,0,1177.555546,1177.555546,1177.555546
10681,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),HadGEM2-ES,Low-emissions,2020,2030s,National,Canada,0,1087.830323,1087.830323,1087.830323
10682,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MIROC-ESM-CHEM,Low-emissions,2020,2030s,National,Canada,0,1236.277503,1236.277503,1236.277503
10683,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),MRI-CGCM3,Low-emissions,2020,2030s,National,Canada,0,273.865332,273.865332,273.865332
10684,Infrastructure,Proactive adaptation,Electric grid,Total cost (millions $),CCSM4,High-emissions,2020,2030s,National,Canada,0,900.7767896,900.7767896,900.7767896
